Filename,Penalty,P,Iter,Function_Value,Optimal_X,Distribution,Num_Evaluations,Phase_Time,Total_Time
Problem_5Sat3Gs_0_4.json,1.5,6,4,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1847,1,161,1000,26,2,11,2000,2,1001,1""",1000,1854.16,13852.93
Problem_5Sat3Gs_0_4.json,1.5,6,5,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1834,1,172,1000,23,2,10,2000,4,1001,4,1002,1""",1000,2307.27,14306.03
Problem_5Sat3Gs_0_4.json,1.5,6,6,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1817,1,191,1000,28,2,8,1001,2,2000,2""",1000,2758.98,14757.74
Problem_5Sat3Gs_0_4.json,1.5,6,7,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1861,1,154,1000,21,2,10,2000,1,1001,1""",1000,3211.61,15210.37
Problem_5Sat3Gs_0_4.json,1.5,6,8,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1823,1,191,1000,20,2,7,2000,4,1001,3""",1000,3666.14,15664.90
Problem_5Sat3Gs_0_4.json,1.5,6,9,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1847,1,158,1000,31,2,8,2000,2,1001,1,3,1""",1000,4118.07,16116.83
Problem_5Sat3Gs_0_4.json,1.5,6,10,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1836,1,177,1000,21,2,8,2000,4,1001,1,2001,1""",1000,4572.20,16570.96
Problem_5Sat3Gs_0_4.json,1.5,7,1,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1884,1,129,1000,26,2,7,1001,2""",1000,568.28,17139.24
Problem_5Sat3Gs_0_4.json,1.5,7,2,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1904,1,112,1000,25,2,5,1001,2""",1000,1080.99,17651.95
Problem_5Sat3Gs_0_4.json,1.5,7,3,-4.657943,"[-0.19935383830196818, -0.1775885396676706, -0.13779969334727546, -0.14459140526150516, 0.07052652863289166, -0.03963807071936782, -0.022791476586466904, 0.43361248287788806, 0.8185967583207528, 1.183753923308289, 0.9515713775336918, -0.326209190043076, 1.9852315008890515, 0.8791324058235992]","""0,1883,1,119,1000,32,2,10,1001,2,1002,1,2000,1""",1000,1596.37,18167.33
